GO_ID,GO_term,Category,gene_name
GO:0055085,transmembrane transport,Process,ybbW
GO:0055085,transmembrane transport,Process,ddpC
GO:0055085,transmembrane transport,Process,yedA
GO:0055085,transmembrane transport,Process,yjfF
GO:0055085,transmembrane transport,Process,yijE
GO:0055085,transmembrane transport,Process,yajR
GO:0055085,transmembrane transport,Process,ytfR
GO:0055085,transmembrane transport,Process,cynX
GO:0055085,transmembrane transport,Process,ddpB
GO:0055085,transmembrane transport,Process,nanT
GO:0055085,transmembrane transport,Process,ddpF
GO:0055085,transmembrane transport,Process,aaeB
GO:0055085,transmembrane transport,Process,ftsE
GO:0055085,transmembrane transport,Process,ompW
GO:0055085,transmembrane transport,Process,yeeA
GO:0055085,transmembrane transport,Process,mdtI
GO:0055085,transmembrane transport,Process,arnE
GO:0055085,transmembrane transport,Process,yccS
GO:0055085,transmembrane transport,Process,ydhK
GO:0055085,transmembrane transport,Process,lolD
GO:0055085,transmembrane transport,Process,mdtO
GO:0055085,transmembrane transport,Process,emrB
GO:0055085,transmembrane transport,Process,emrY
GO:0055085,transmembrane transport,Process,emrE
GO:0055085,transmembrane transport,Process,yebQ
GO:0055085,transmembrane transport,Process,yhfK
GO:0055085,transmembrane transport,Process,mdtJ
GO:0055085,transmembrane transport,Process,nikD
GO:0055085,transmembrane transport,Process,fbpC
GO:0055085,transmembrane transport,Process,mdtD
GO:0055085,transmembrane transport,Process,sugE
GO:0055085,transmembrane transport,Process,yejF
GO:0055085,transmembrane transport,Process,livH
GO:0055085,transmembrane transport,Process,hsrA
GO:0008299,isoprenoid biosynthetic process,Process,elbB
GO:0008299,isoprenoid biosynthetic process,Process,idi
GO:0008299,isoprenoid biosynthetic process,Process,dxs
GO:0008661,1-deoxy-D-xylulose-5-phosphate synthase activity,Function,dxs
GO:0009228,thiamine biosynthetic process,Process,cof
GO:0009228,thiamine biosynthetic process,Process,thiD
GO:0009228,thiamine biosynthetic process,Process,thiH
GO:0009228,thiamine biosynthetic process,Process,thiE
GO:0009228,thiamine biosynthetic process,Process,thiL
GO:0009228,thiamine biosynthetic process,Process,dxs
GO:0009228,thiamine biosynthetic process,Process,thiI
GO:0009228,thiamine biosynthetic process,Process,thiG
GO:0009228,thiamine biosynthetic process,Process,thiC
GO:0000049,tRNA binding,Function,yajQ
GO:0000049,tRNA binding,Function,tsaC
GO:0000049,tRNA binding,Function,trmA
GO:0000049,tRNA binding,Function,selB
GO:0000049,tRNA binding,Function,truA
GO:0000049,tRNA binding,Function,trmO
GO:0000049,tRNA binding,Function,rlmN
GO:0000049,tRNA binding,Function,dusC
GO:0000049,tRNA binding,Function,tmcA
GO:0000049,tRNA binding,Function,truB
GO:0000049,tRNA binding,Function,arfA
GO:0000049,tRNA binding,Function,thiI
GO:0000049,tRNA binding,Function,rplP
GO:0000049,tRNA binding,Function,epmA
GO:0000049,tRNA binding,Function,lysS
GO:0000049,tRNA binding,Function,lysU
GO:0004161,dimethylallyltranstransferase activity,Function,ispA
GO:0004337,geranyltranstransferase activity,Function,ispA
GO:0033384,geranyl diphosphate biosynthetic process,Process,ispA
GO:0045337,farnesyl diphosphate biosynthetic process,Process,ispA
GO:0008677,2-dehydropantoate 2-reductase activity,Function,panE
GO:0006517,protein deglycosylation,Process,yhbO
GO:0006517,protein deglycosylation,Process,yajL
GO:0006517,protein deglycosylation,Process,hchA
GO:0030091,protein repair,Process,msrA
GO:0030091,protein repair,Process,eutA
GO:0030091,protein repair,Process,fre
GO:0030091,protein repair,Process,msrP
GO:0030091,protein repair,Process,yfaE
GO:0030091,protein repair,Process,yhbO
GO:0030091,protein repair,Process,msrQ
GO:0030091,protein repair,Process,ytfE
GO:0030091,protein repair,Process,msrB
GO:0030091,protein repair,Process,yajL
GO:0030091,protein repair,Process,hchA
GO:0034599,cellular response to oxidative stress,Process,mntH
GO:0034599,cellular response to oxidative stress,Process,mltC
GO:0034599,cellular response to oxidative stress,Process,tpx
GO:0034599,cellular response to oxidative stress,Process,pgi
GO:0034599,cellular response to oxidative stress,Process,yajL
GO:0034599,cellular response to oxidative stress,Process,yggX
GO:0034599,cellular response to oxidative stress,Process,gor
GO:0034599,cellular response to oxidative stress,Process,grxC
GO:0034599,cellular response to oxidative stress,Process,msrA
GO:0034599,cellular response to oxidative stress,Process,msrB
GO:0034599,cellular response to oxidative stress,Process,qorA
GO:0034599,cellular response to oxidative stress,Process,bcp
GO:0036524,protein deglycase activity,Function,yhbO
GO:0036524,protein deglycase activity,Function,yajL
GO:0036524,protein deglycase activity,Function,hchA
GO:0036529,"protein deglycation, glyoxal removal",Process,yajL
GO:0042254,ribosome biogenesis,Process,ybeY
GO:0042254,ribosome biogenesis,Process,yqgF
GO:0042254,ribosome biogenesis,Process,yajL
GO:0042254,ribosome biogenesis,Process,rbfA
GO:0106046,"guanine deglycation, glyoxal removal",Process,yajL
GO:0002937,tRNA 4-thiouridine biosynthesis,Process,thiI
GO:0052837,thiazole biosynthetic process,Process,thiI
GO:0046538,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity",Function,gpmA
GO:0008855,exodeoxyribonuclease VII activity,Function,xseB
GO:0006270,DNA replication initiation,Process,priB
GO:0006270,DNA replication initiation,Process,priC
GO:0006270,DNA replication initiation,Process,priA
GO:0006270,DNA replication initiation,Process,dnaA
GO:0006270,DNA replication initiation,Process,hda
GO:0008495,protoheme IX farnesyltransferase activity,Function,cyoE
GO:0045333,cellular respiration,Process,fdoI
GO:0045333,cellular respiration,Process,fdoH
GO:0045333,cellular respiration,Process,fdoG
GO:0045333,cellular respiration,Process,ratA
GO:0045333,cellular respiration,Process,cyoE
GO:0045333,cellular respiration,Process,nuoF
GO:0045333,cellular respiration,Process,nuoG
GO:0048034,heme O biosynthetic process,Process,cyoE
GO:0006637,acyl-CoA metabolic process,Process,fadD
GO:0006637,acyl-CoA metabolic process,Process,tesB
GO:0006637,acyl-CoA metabolic process,Process,yciA
GO:0009062,fatty acid catabolic process,Process,tesB
GO:0047617,acyl-CoA hydrolase activity,Function,tesB
GO:0047617,acyl-CoA hydrolase activity,Function,yciA
GO:0047617,acyl-CoA hydrolase activity,Function,tesA
GO:0047617,acyl-CoA hydrolase activity,Function,fadM
GO:0047617,acyl-CoA hydrolase activity,Function,ybgC
GO:0016866,intramolecular transferase activity,Function,leuC
GO:0016866,intramolecular transferase activity,Function,leuD
GO:0016866,intramolecular transferase activity,Function,rbsD
GO:0016866,intramolecular transferase activity,Function,pgi
GO:0034622,cellular protein-containing complex assembly,Process,crl
GO:0034622,cellular protein-containing complex assembly,Process,hycH
GO:0015220,choline transmembrane transporter activity,Function,betT
GO:0015220,choline transmembrane transporter activity,Function,emrE
GO:0015220,choline transmembrane transporter activity,Function,mdtI
GO:0015220,choline transmembrane transporter activity,Function,mdtJ
GO:0015871,choline transport,Process,betT
GO:0015871,choline transport,Process,emrE
GO:0015871,choline transport,Process,proW
GO:0015871,choline transport,Process,mdtI
GO:0015871,choline transport,Process,mdtJ
GO:0004129,cytochrome-c oxidase activity,Function,cyoC
GO:0004129,cytochrome-c oxidase activity,Function,cyoA
GO:0004129,cytochrome-c oxidase activity,Function,cyoB
GO:0042773,ATP synthesis coupled electron transport,Process,cyoA
GO:0071575,integral component of external side of plasma membrane,Component,degQ
GO:0071575,integral component of external side of plasma membrane,Component,degS
GO:0071575,integral component of external side of plasma membrane,Component,hflC
GO:0071575,integral component of external side of plasma membrane,Component,yfgM
GO:0071575,integral component of external side of plasma membrane,Component,cyoA
GO:0071575,integral component of external side of plasma membrane,Component,yggE
GO:0071575,integral component of external side of plasma membrane,Component,ppiD
GO:0071575,integral component of external side of plasma membrane,Component,hflK
GO:0071575,integral component of external side of plasma membrane,Component,fdnH
GO:0071575,integral component of external side of plasma membrane,Component,mrcA
GO:0071575,integral component of external side of plasma membrane,Component,tonB
GO:0043335,protein unfolding,Process,hslU
GO:0043335,protein unfolding,Process,tig
GO:0043335,protein unfolding,Process,clpX
GO:0043335,protein unfolding,Process,clpA
GO:0051083,'de novo' cotranslational protein folding,Process,tig
GO:0004176,ATP-dependent peptidase activity,Function,lon
GO:0004176,ATP-dependent peptidase activity,Function,ftsH
GO:0004176,ATP-dependent peptidase activity,Function,yifB
GO:0004176,ATP-dependent peptidase activity,Function,clpP
GO:0004176,ATP-dependent peptidase activity,Function,clpX
GO:0004176,ATP-dependent peptidase activity,Function,clpA
GO:0004252,serine-type endopeptidase activity,Function,degP
GO:0004252,serine-type endopeptidase activity,Function,lon
GO:0004252,serine-type endopeptidase activity,Function,ompT
GO:0004252,serine-type endopeptidase activity,Function,degQ
GO:0004252,serine-type endopeptidase activity,Function,degS
GO:0004252,serine-type endopeptidase activity,Function,ptrB
GO:0004252,serine-type endopeptidase activity,Function,lepB
GO:0004252,serine-type endopeptidase activity,Function,glpG
GO:0004252,serine-type endopeptidase activity,Function,clpP
GO:0006508,proteolysis,Process,degP
GO:0006508,proteolysis,Process,lon
GO:0006508,proteolysis,Process,ompT
GO:0006508,proteolysis,Process,prc
GO:0006508,proteolysis,Process,lepB
GO:0006508,proteolysis,Process,ptrA
GO:0006508,proteolysis,Process,ftsH
GO:0006508,proteolysis,Process,degQ
GO:0006508,proteolysis,Process,degS
GO:0006508,proteolysis,Process,hslU
GO:0006508,proteolysis,Process,pepN
GO:0006508,proteolysis,Process,hslV
GO:0006508,proteolysis,Process,pepB
GO:0006508,proteolysis,Process,ypdF
GO:0006508,proteolysis,Process,sohB
GO:0006508,proteolysis,Process,htpX
GO:0006508,proteolysis,Process,pmbA
GO:0006508,proteolysis,Process,clpP
GO:0006508,proteolysis,Process,glpG
GO:0006508,proteolysis,Process,clpA
GO:0006508,proteolysis,Process,dcp
GO:0006508,proteolysis,Process,tldD
GO:0006508,proteolysis,Process,prlC
GO:0006508,proteolysis,Process,iap
GO:0006508,proteolysis,Process,yfbL
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,Process,degP
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,Process,lon
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,Process,pth
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,Process,clpP
GO:0008236,serine-type peptidase activity,Function,degS
GO:0008236,serine-type peptidase activity,Function,lon
GO:0008236,serine-type peptidase activity,Function,clpP
GO:0008236,serine-type peptidase activity,Function,degP
GO:0009266,response to temperature stimulus,Process,degP
GO:0009266,response to temperature stimulus,Process,htpX
GO:0009266,response to temperature stimulus,Process,rpoE
GO:0009266,response to temperature stimulus,Process,envY
GO:0009266,response to temperature stimulus,Process,clpP
GO:0009266,response to temperature stimulus,Process,pphA
GO:0009368,endopeptidase Clp complex,Component,clpP
GO:0010498,proteasomal protein catabolic process,Process,clpP
GO:0002020,protease binding,Function,clpX
GO:0005759,mitochondrial matrix,Component,clpX
GO:0005759,mitochondrial matrix,Component,prpC
GO:0030163,protein catabolic process,Process,prc
GO:0030163,protein catabolic process,Process,clpX
GO:0030163,protein catabolic process,Process,ftsH
GO:0030164,protein denaturation,Process,clpX
GO:0051704,multi-organism process,Process,clpX
GO:0097718,disordered domain specific binding,Function,rhlB
GO:0097718,disordered domain specific binding,Function,ompF
GO:0097718,disordered domain specific binding,Function,tolA
GO:0097718,disordered domain specific binding,Function,clpX
GO:0008519,ammonium transmembrane transporter activity,Function,amtB
GO:0015292,uniporter activity,Function,mntH
GO:0015292,uniporter activity,Function,ydiN
GO:0015292,uniporter activity,Function,amtB
GO:0015670,carbon dioxide transport,Process,amtB
GO:0015696,ammonium transport,Process,amtB
GO:0019740,nitrogen utilization,Process,rutE
GO:0019740,nitrogen utilization,Process,glnA
GO:0019740,nitrogen utilization,Process,rutA
GO:0019740,nitrogen utilization,Process,rutD
GO:0019740,nitrogen utilization,Process,rutC
GO:0019740,nitrogen utilization,Process,rutF
GO:0019740,nitrogen utilization,Process,rutB
GO:0019740,nitrogen utilization,Process,amtB
GO:0008233,peptidase activity,Function,lon
GO:0008233,peptidase activity,Function,lepB
GO:0008233,peptidase activity,Function,degQ
GO:0008233,peptidase activity,Function,degS
GO:0008233,peptidase activity,Function,pepE
GO:0008233,peptidase activity,Function,tesA
GO:0008233,peptidase activity,Function,gspO
GO:0008233,peptidase activity,Function,prlC
GO:0008233,peptidase activity,Function,mepA
GO:0008233,peptidase activity,Function,degP
GO:0008233,peptidase activity,Function,lit
GO:0045848,positive regulation of nitrogen utilization,Process,glnK
GO:0016791,phosphatase activity,Function,ybhA
GO:0016791,phosphatase activity,Function,hxpB
GO:0016791,phosphatase activity,Function,yqaB
GO:0016791,phosphatase activity,Function,yidA
GO:0016791,phosphatase activity,Function,yigL
GO:0016791,phosphatase activity,Function,yjjG
GO:0016791,phosphatase activity,Function,serB
GO:0016791,phosphatase activity,Function,yieH
GO:0016791,phosphatase activity,Function,cof
GO:0016791,phosphatase activity,Function,yigB
GO:0016791,phosphatase activity,Function,kdpD
GO:0016791,phosphatase activity,Function,ybjI
GO:0016791,phosphatase activity,Function,nagD
GO:0016791,phosphatase activity,Function,hxpA
GO:0017001,antibiotic catabolic process,Process,cof
GO:0017110,nucleoside-diphosphatase activity,Function,cof
GO:0017110,nucleoside-diphosphatase activity,Function,nudJ
GO:0009093,cysteine catabolic process,Process,yhaM
GO:0009093,cysteine catabolic process,Process,yhaO
GO:0009093,cysteine catabolic process,Process,decR
GO:0015562,efflux transmembrane transporter activity,Function,tolC
GO:0015562,efflux transmembrane transporter activity,Function,ybhF
GO:0015562,efflux transmembrane transporter activity,Function,ygaH
GO:0015562,efflux transmembrane transporter activity,Function,ybhR
GO:0015562,efflux transmembrane transporter activity,Function,ybhS
GO:0015562,efflux transmembrane transporter activity,Function,eamA
GO:0015562,efflux transmembrane transporter activity,Function,ygaZ
GO:0015562,efflux transmembrane transporter activity,Function,tqsA
GO:0015562,efflux transmembrane transporter activity,Function,mdtA
GO:0003684,damaged DNA binding,Function,nei
GO:0003684,damaged DNA binding,Function,mutM
GO:0003684,damaged DNA binding,Function,atl
GO:0008925,maltose O-acetyltransferase activity,Function,maa
GO:0070207,protein homotrimerization,Process,ompF
GO:0070207,protein homotrimerization,Process,cusC
GO:0070207,protein homotrimerization,Process,psuG
GO:0070207,protein homotrimerization,Process,maa
GO:0070207,protein homotrimerization,Process,yrdA
GO:0070207,protein homotrimerization,Process,yeaW
GO:0070207,protein homotrimerization,Process,dut
GO:0004017,adenylate kinase activity,Function,adk
GO:0004017,adenylate kinase activity,Function,uspG
GO:0006172,ADP biosynthetic process,Process,adk
GO:0006412,translation,Process,adk
GO:0006412,translation,Process,ybeY
GO:0006412,translation,Process,lysS
GO:0006412,translation,Process,rimP
GO:0006412,translation,Process,lysU
GO:0006412,translation,Process,bipA
GO:0006412,translation,Process,rplY
GO:0006412,translation,Process,rplJ
GO:0006412,translation,Process,ybcJ
GO:0006412,translation,Process,rpsA
GO:0006412,translation,Process,rpsL
GO:0006412,translation,Process,rplL
GO:0006412,translation,Process,typA
GO:0006412,translation,Process,rplK
GO:0006412,translation,Process,frr
GO:0006412,translation,Process,rpsG
GO:0006412,translation,Process,yhgF
GO:0006412,translation,Process,rpsK
GO:0008654,phospholipid biosynthetic process,Process,adk
GO:0008654,phospholipid biosynthetic process,Process,fadD
GO:0008654,phospholipid biosynthetic process,Process,aas
GO:0008654,phospholipid biosynthetic process,Process,plsB
GO:0008654,phospholipid biosynthetic process,Process,psd
GO:0008654,phospholipid biosynthetic process,Process,plsX
GO:0015951,purine ribonucleotide interconversion,Process,adk
GO:0015951,purine ribonucleotide interconversion,Process,guaC
GO:0032774,RNA biosynthetic process,Process,adk
GO:0010468,regulation of gene expression,Process,hha
GO:0010468,regulation of gene expression,Process,bssR
GO:0010468,regulation of gene expression,Process,rpoH
GO:0010468,regulation of gene expression,Process,prmC
GO:0010468,regulation of gene expression,Process,narL
GO:0009411,response to UV,Process,recR
GO:0009411,response to UV,Process,recF
GO:0009411,response to UV,Process,dam
GO:0009411,response to UV,Process,yfaL
GO:0009411,response to UV,Process,uspD
GO:0009411,response to UV,Process,fadD
GO:0009411,response to UV,Process,gcvA
GO:0009411,response to UV,Process,radD
GO:0009411,response to UV,Process,yhbO
GO:0009411,response to UV,Process,efeO
GO:0009411,response to UV,Process,mnmG
GO:0009411,response to UV,Process,rfbC
GO:0009411,response to UV,Process,ruvB
GO:0009411,response to UV,Process,dgkA
GO:0009411,response to UV,Process,guaB
GO:0008199,ferric iron binding,Function,cyaY
GO:0008199,ferric iron binding,Function,ftnA
GO:0008199,ferric iron binding,Function,fdhE
GO:0008199,ferric iron binding,Function,dps
GO:0008199,ferric iron binding,Function,ftnB
GO:0000920,septum digestion after cytokinesis,Process,ftsK
GO:0000920,septum digestion after cytokinesis,Process,mepM
GO:0000920,septum digestion after cytokinesis,Process,nlpD
GO:0000920,septum digestion after cytokinesis,Process,ygeR
GO:0000920,septum digestion after cytokinesis,Process,envC
GO:0000920,septum digestion after cytokinesis,Process,ytfB
GO:0007059,chromosome segregation,Process,ftsK
GO:0007059,chromosome segregation,Process,mukB
GO:0007059,chromosome segregation,Process,setB
GO:0007059,chromosome segregation,Process,parC
GO:0007059,chromosome segregation,Process,obgE
GO:0007059,chromosome segregation,Process,crfC
GO:0007059,chromosome segregation,Process,minD
GO:0007059,chromosome segregation,Process,maoP
GO:0007059,chromosome segregation,Process,matP
GO:0007059,chromosome segregation,Process,ynaK
GO:0009651,response to salt stress,Process,ftsK
GO:0009651,response to salt stress,Process,uspC
GO:0009651,response to salt stress,Process,lepA
GO:0015616,DNA translocase activity,Function,ftsK
GO:0015616,DNA translocase activity,Function,recB
GO:0015616,DNA translocase activity,Function,uvrD
GO:0015616,DNA translocase activity,Function,mfd
GO:0036121,double-stranded DNA-dependent ATP-dependent DNA helicase activity,Function,ftsK
GO:0043085,positive regulation of catalytic activity,Process,fdhD
GO:0043085,positive regulation of catalytic activity,Process,lpoB
GO:0043085,positive regulation of catalytic activity,Process,sufE
GO:0043085,positive regulation of catalytic activity,Process,ftsK
GO:0043085,positive regulation of catalytic activity,Process,ssb
GO:0071236,cellular response to antibiotic,Process,ftsK
GO:0071236,cellular response to antibiotic,Process,dsbA
GO:0071236,cellular response to antibiotic,Process,mltC
GO:0071236,cellular response to antibiotic,Process,marR
GO:0071236,cellular response to antibiotic,Process,phoU
GO:0071236,cellular response to antibiotic,Process,amiA
GO:0071236,cellular response to antibiotic,Process,tktA
GO:0001101,response to acid chemical,Process,asr
GO:0001101,response to acid chemical,Process,ibaG
GO:0001101,response to acid chemical,Process,speF
GO:0001101,response to acid chemical,Process,bsmA
GO:0001101,response to acid chemical,Process,dctR
GO:0010043,response to zinc ion,Process,asr
GO:0010043,response to zinc ion,Process,cusF
GO:0010043,response to zinc ion,Process,znuC
GO:0010043,response to zinc ion,Process,znuB
GO:0017111,nucleoside-triphosphatase activity,Function,dnaX
GO:0017111,nucleoside-triphosphatase activity,Function,yjjX
GO:0017111,nucleoside-triphosphatase activity,Function,nudJ
GO:0030337,DNA polymerase processivity factor activity,Function,dnaX
GO:0043846,"DNA polymerase III, clamp loader complex",Component,dnaX
GO:1990281,efflux pump complex,Component,tolC
GO:1990281,efflux pump complex,Component,acrA
GO:1990281,efflux pump complex,Component,acrB
GO:1990281,efflux pump complex,Component,mdtA
GO:0000162,tryptophan biosynthetic process,Process,trpA
GO:0000162,tryptophan biosynthetic process,Process,trpB
GO:0000162,tryptophan biosynthetic process,Process,trpE
GO:0000162,tryptophan biosynthetic process,Process,trpD
GO:0000162,tryptophan biosynthetic process,Process,trpC
GO:0000162,tryptophan biosynthetic process,Process,hisA
GO:0000162,tryptophan biosynthetic process,Process,pabA
GO:0000162,tryptophan biosynthetic process,Process,trpGD
GO:0000162,tryptophan biosynthetic process,Process,ybiB
GO:0004048,anthranilate phosphoribosyltransferase activity,Function,trpD
GO:0004048,anthranilate phosphoribosyltransferase activity,Function,trpGD
GO:0004049,anthranilate synthase activity,Function,trpE
GO:0004049,anthranilate synthase activity,Function,trpD
GO:0004049,anthranilate synthase activity,Function,pabA
GO:0004049,anthranilate synthase activity,Function,trpGD
GO:0015721,bile acid and bile salt transport,Process,acrA
GO:0015721,bile acid and bile salt transport,Process,ygiS
GO:0015721,bile acid and bile salt transport,Process,mdtE
GO:0003999,adenine phosphoribosyltransferase activity,Function,apt
GO:0006168,adenine salvage,Process,apt
GO:0006168,adenine salvage,Process,hpt
GO:0009294,DNA mediated transformation,Process,ygcO
GO:0009294,DNA mediated transformation,Process,ycjU
GO:0003874,6-pyruvoyltetrahydropterin synthase activity,Function,queD
GO:0006729,tetrahydrobiopterin biosynthetic process,Process,folE
GO:0006729,tetrahydrobiopterin biosynthetic process,Process,queD
GO:0070497,"6-carboxy-5,6,7,8-tetrahydropterin synthase activity",Function,queD
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,crr
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,mngA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,chbB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,gatA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,manZ
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,frvB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,fryC
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,murP
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,ulaC
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,cmtB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,ptsI
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,frwD
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,sgcB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,ptsG
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,fruA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,mtlA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,sgcC
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,ulaA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,chbC
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,fryB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,gatB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,srlA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,srlE
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,ptsH
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,frwB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,treB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,fryA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,sgcA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,chbA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,gatC
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,manX
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,frwC
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,manY
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,frvA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,fruB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,ulaB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,nagE
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,cmtA
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,srlB
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,ascF
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,gatZ
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,bglF
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,agaD
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,kbaZ
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,agaW
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,agaC
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,Process,agaS
GO:0004620,phospholipase activity,Function,tesA
GO:0004622,lysophospholipase activity,Function,pldB
GO:0004622,lysophospholipase activity,Function,tesA
GO:0016290,palmitoyl-CoA hydrolase activity,Function,ybfF
GO:0016290,palmitoyl-CoA hydrolase activity,Function,tesA
GO:0009436,glyoxylate catabolic process,Process,glxK
GO:0009436,glyoxylate catabolic process,Process,glcB
GO:0009436,glyoxylate catabolic process,Process,glxR
GO:0009436,glyoxylate catabolic process,Process,gcl
GO:0043798,glycerate 2-kinase activity,Function,glxK
GO:0043798,glycerate 2-kinase activity,Function,garK
GO:0046296,glycolate catabolic process,Process,glcD
GO:0046296,glycolate catabolic process,Process,glxK
GO:0046296,glycolate catabolic process,Process,gcl
GO:0046296,glycolate catabolic process,Process,glcF
GO:0046296,glycolate catabolic process,Process,glcE
GO:0042906,xanthine transport,Process,uacT
GO:0042906,xanthine transport,Process,xanP
GO:0042906,xanthine transport,Process,xanQ
GO:0042906,xanthine transport,Process,ybbY
GO:0042907,xanthine transmembrane transporter activity,Function,uacT
GO:0042907,xanthine transmembrane transporter activity,Function,xanP
GO:0042907,xanthine transmembrane transporter activity,Function,xanQ
GO:0042907,xanthine transmembrane transporter activity,Function,ybbY
GO:0008381,mechanosensitive ion channel activity,Function,mscM
GO:0008381,mechanosensitive ion channel activity,Function,mscS
GO:0008381,mechanosensitive ion channel activity,Function,ybiO
GO:0008381,mechanosensitive ion channel activity,Function,ybdG
GO:0008381,mechanosensitive ion channel activity,Function,ynaI
GO:0008381,mechanosensitive ion channel activity,Function,mscL
GO:0008381,mechanosensitive ion channel activity,Function,mscK
GO:0009992,cellular water homeostasis,Process,aqpZ
GO:0009992,cellular water homeostasis,Process,mscS
GO:0009992,cellular water homeostasis,Process,mscL
GO:0009992,cellular water homeostasis,Process,mscK
GO:0004038,allantoinase activity,Function,allB
GO:0006145,purine nucleobase catabolic process,Process,allB
GO:0006274,DNA replication termination,Process,tus
GO:0071807,replication fork arrest involved in DNA replication termination,Process,tus
GO:0003954,NADH dehydrogenase activity,Function,nuoN
GO:0003954,NADH dehydrogenase activity,Function,nuoM
GO:0003954,NADH dehydrogenase activity,Function,nuoL
GO:0003954,NADH dehydrogenase activity,Function,nuoK
GO:0003954,NADH dehydrogenase activity,Function,nuoJ
GO:0003954,NADH dehydrogenase activity,Function,nuoI
GO:0003954,NADH dehydrogenase activity,Function,nuoH
GO:0003954,NADH dehydrogenase activity,Function,nuoG
GO:0003954,NADH dehydrogenase activity,Function,nuoF
GO:0003954,NADH dehydrogenase activity,Function,nuoE
GO:0003954,NADH dehydrogenase activity,Function,nuoC
GO:0003954,NADH dehydrogenase activity,Function,nuoB
GO:0003954,NADH dehydrogenase activity,Function,nuoA
GO:0003954,NADH dehydrogenase activity,Function,preT
GO:0003954,NADH dehydrogenase activity,Function,preA
GO:0003954,NADH dehydrogenase activity,Function,hyfH
GO:0003954,NADH dehydrogenase activity,Function,hycF
GO:0008137,NADH dehydrogenase (ubiquinone) activity,Function,hyfI
GO:0008137,NADH dehydrogenase (ubiquinone) activity,Function,nuoC
